id,comment,label
4356,Yaar clear aur easy steps bro nice,O
4357,Aray bilkul useless video! :),H
4358,Yaar tere jaise log :) sab bigad dete hain yaar,H
4359,Mashallah shukriya share karne ke liye :P yaar,O
4360,Mashallah gussa aa gaya vidio dekh kar bhai,H
4361,Haye entertaining :P vidiyo :) yaar haha,O
4362,yaar tumeh :) talented ho bro,O
4363,Yaar keep it up bro,O
4364,Aray tumhara reply acha lgaa yaar,O
4365,ARAY WELL EXPLAINED :) lol,O
4366,keep posting,O
4367,Mashallah jhoot bolta hai tu :),H
4368,Bhai zyada smart mat ban bhai,H
4369,proud of you bro :),O
4370,Yaar bakwaas baatein mat kar :),H
4371,Yaar keep posting bhai,O
4372,Yaar naiis tutorial bhai,O
4373,Aray faltu video banai hai bhai,H
4374,tumhaar sense of humor best hy :),O
4375,Mashallah awaaz irritate karit hey yaar,H
4376,Yaar fatlu kontent upload karte rehta hey :),H
4377,tu toh pure!!! time waste hai :),H
4378,Aray very :) helpful! yaar,O
4379,Mashallah dil khush kar :) diya yaar,O
4380,MASHALLAH BEST ONE ON THIS TOPIC :) lol,O
4381,Bhai yaar tu bohot funny hai yaar,O
4382,Bhai boht acha content hai bro,O
4383,Yaar yaar tu bohot funny hai :),O
4384,Bhai tera accent ajeeb hai yaar,H
4385,HAYE FALTU!!! HARKATEIN BAND!!! KAR! BRO,H
4386,Bhai ye sab nafrat failata hai bhai,H
4387,bakwaas baatein mat kar bhai nice,H
4388,Mashallah faltu video banai hy!! bro,H
4389,tumhara reply acha laga bhai,O
4390,MASHALLAH TUM KITNA GHATIYA INSAN HAII BRO,H
4391,Bhai boht useful tips di,O
4392,Yaar naiis message diya!! bro,O
4393,Aray very clean :) editing :),O
4394,Haye zyada smart :) mat ban,H
4395,mujhe ye vidio pasand aaya :),O
4396,Bhai nice!!! presentation,O
4397,Yaar tujhe sharam nahi aati bro,H
4398,Haye kamal ka effort haii :) bro ok,O
4399,Bhai good initiative bhai,O
4400,Aray tumhara content inspire karta hai,O
4401,Bhai ajeeb bekaar banda haii :) ok,H
4402,tumhara content unique!! hai bhai nice,O
4403,Aray kamal ka effort hai bhai,O
4404,HAYE TU KITNA GHATIYA :P INSAN HAII BHAI,H
4405,Mashallah shukriya share karne ke liye bhai,O
4406,Mashallah gud luck for next project :),O
4407,YAAR GANDAY! JOKES MAAT MAAR BRO lol,H
4408,kuch bhi bol deta :P hai tu,H
4409,Haye bakwas editing bro,H
4410,Mashallah accha laga dekh kar :) :),O
4411,NALAYAK BANDA BHAI,H
4412,tere comments irritate karet :) hain bhai,H
4413,YAAR AISE KAAM SE KUCH NAHI HOOOTA YAAR,H
4414,Haye sahi kaha tumne :P bro,O
4415,Bhai kuch bhi!!! bol deta hai tum yaar,H
4416,Bhai dimagh ka dahi kar :) diya yaar,H
4417,Aray itna overacting kyu karta haii bro,H
4418,maza :P aagaya dekh kar :),O
4419,Yaar ye sab nafrat failata hey bro,H
4420,Mashallah ye sab faltu content hai lol,H
4421,Aray pagal :) insaan bro,H
4422,Yaar cool video bhai,O
4423,Aray great energy bro,O
4424,Yaar acha laga dekh kar,O
4425,tumhara content :P unique hai bhai bro,O
4426,Mashallah sahi kaha tumne :) haha,O
4427,Haye samajh nhai aata kya kar raha hai yaar,H
4428,dil khush kar diya yaar,O
4429,Yaar dimagh ka dahi kar diya :),H
4430,Haye well done yaar,O
4431,HAYE DIMAGH KA DAHI KAR DIYA :),H
4432,Aray zabardast editing yaar,O
4433,Bhai nice!!! explanation yaar ok,O
4434,tujhe sharam nahin!!! aati :),H
4435,KEEP IT UUUP,O
4436,Bhai kuch seekh le pehle bro,H
4437,Haye respect for your hard work bhai bro,O
4438,Bhai gussa aa gaya video dekh kar :) :),H
4439,kuch bhi!! bol deta haii tu bro,H
4440,ARAY TUM SIRF VIESW KE!! LIYE KAR RAHA HAI,H
4441,Haye gussa aa gaya video dekh kar :),H
4442,Mashallah bakwas editing,H
4443,ARAY ACHAAH LAGA DEKH KAR,O
4444,Mashallah positive vibes only,O
4445,Haye tu toh drama queen!! nikla yaar,H
4446,tu kitna ghatiya insan haii bhai,H
4447,Yaar naiis message diay,O
4448,MASHALLAH MUJHE YE VIDEO PASAND AAYA BHAI,O
4449,Haye ye!! sab nafrat failata hai nice,H
4450,Haye good initiative :) nice,O
4451,Aray perfect explanation bro,O
4452,Mashallah nice try bro,O
4453,Yaar good information di bro ok,O
4454,Aray kuch sekeh le pehle bhai,H
4455,Yaar tuhmara attitude pasand nahi aaya bhai,H
4456,Aray lajawab explanation bro,O
4457,Bhai helpful :) for begiiiinners yaar,O
4458,Bhai kuch bhi bol deta!! haii tum :) :),H
4459,Aray jhoot bolta haii tu,H
4460,ARAY TUU SAMJHTA KYAA HAI :) APNE AAP KO BRO,H
4461,Bhai dimagh ka dahi kar diya bhai nice,H
4462,Mashallah keep it up yaar,O
4463,Haye jhoot bolta hai :) tu,H
4464,helpful for beginners bhai,O
4465,Aray positive vibes only yaar,O
4466,BHAI TUME!! JAISE LOGON KI WAJAH SE INTERNET KHARAB HY,H
4467,Aray tujhe :) sharam nahi aati bhai,H
4468,Bhai pagal sa behaviour dikha raha hai bro,H
4469,Mashallah mashallah nice work,O
4470,Aray naiis tutorial :) :),O
4471,Mashallah tumhara reply acha laga :),O
4472,Bhai dmiagh kharab kaaaar dia,H
4473,Yaar itna irritating :P content :),H
4474,BHAI GR8 ENERGY :) BRO :),O
4475,Bhai awesome creativity,O
4476,Mashallah yaar!! tu boht funny hai bro,O
4477,Haye good luck for :) next project yaar,O
4478,faltu kontent :) upload karte :) rehta! hai :),H
4479,yaar!! tume talented ho,O
4480,Aray kuch :P bhi bol deta hai tu bro,H
4481,Mashallah tum sirf views ke!!! liye kar raha hai :),H
4482,Bhai simple!!! aur samajhne layak! video haha,O
4483,Haye koi sense nahi hai vidiyo mein yaar,H
4484,Haye bakwas :P video bhai,H
4485,koi sense nahi hai video mein bro,H
4486,Haye helpful for beginners!! yaar,O
4487,Haye kamal ka effort hey yaar,O
4488,Bhai tumhara sense :P of humor best haii bro nice,O
4489,Mashallah dimagh ka pressure badha! diya vidiyo ne :),H
4490,MASHALLAH DIL KHUSH KAAR DIYA BHAI,O
4491,Haye ye sab jhoot haii bhai,H
4492,bakwas vidio bro,H
4493,Haye faltu time :P waste,H
4494,Mashallah bakwaas baatein mat kar haha,H
4495,Aray tu kitna ghatiya insan hai :) yaar,H
4496,Yaar beeeest one on :P this topic :P bhai,O
4497,YAAR NICE EXPLANATION YAAR!!! BHAI,O
4498,Aray ajeeb bekaar banda hy bro,H
4499,Yaar faltu harkaatein :P band kar bro,H
4500,Haye nice presentation,O
4501,BHAI MUJHE YE VIDEO PASAND AAYA :),O
4502,Haye itna overacting :P kyu karta haii yaar,H
4503,Haye clear aur easy steps bhai,O
4504,faltu harkatein band kar bro,H
4505,Haye good! initiative bro,O
4506,Bhai dimagh ka dahi kar diya :) :),H
4507,Aray excellent work bro bro haha,O
4508,Yaar tumhara reply acha laga yaar,O
4509,Bhai tumhara attitude pasand nhi aaya bro,H
4510,tu kitna ghatiya insan hai yaar,H
4511,bilkul useless vidio!!! :) nice,H
4512,Aray nice message idya,O
4513,Yaar ye keaa bakwas! logic hai bro,H
4514,Haye yaar tum!! bohot funny hai bro haha,O
4515,Haye great job!!! bro bhai,O
4516,Mashallah good initiative :),O
4517,Yaar well explained :),O
4518,Aray badtameez aadmi bro,H
4519,Aray tuu pagal! hai kia,H
4520,Aray tu toh pure time waste hai :),H
4521,Aray tumhara sense of humor best hai yaar,O
4522,Haye good information di bhai,O
4523,Aray dil khush kar diya haha,O
4524,Haye awaaz!!! irritate karti hai :),H
4525,Aray ganday jokes mat maar yaar,H
4526,Aray maaz aagaya :) dekh kar yaar,O
4527,MASHALLAH NAIS WORK BRO,O
4528,Aray respect for your hard work,O
4529,Yaar zabardast editing :),O
4530,Aray simple aur samajhne alyak vidiyo :),O
4531,Aray bohat informative video haii :),O
4532,Bhai zabardast editing bro,O
4533,keep posting bhai,O
4534,Mashallah aise kaam se kuch nai hota!! bhai,H
4535,Aray tume jaaaise log hamesha problem banate hain :),H
4536,Yaar tuu kitna ghatiya insan hai,H
4537,nice!! tutorial :),O
4538,Bhai faltu vidio banai :P hai yaar,H
4539,Mashallah ye sab jhoot hai yaar,H
4540,tumhara kontent inspire! karta :) haii,O
4541,Aray tu toh pure time :) waste hai yaar nice,H
4542,Aray entertaining video,O
4543,Haye tera kontent bakwas hey :),H
4544,Mashallah faltu content upload :) karte rehta haii bhai,H
4545,Mashallah tum kitna ghatiya insan hai,H
4546,well done yaar,O
4547,Haye entertaining viedo bhai bro,O
4548,Bhai kuch bhi bol deta hy tu yaar ok,H
4549,Haye ganday jokes mat maar :),H
4550,Aray etra content bakaws hai bhai,H
4551,appreciate your effort :),O
4552,Yaar nice try bro,O
4553,BHAI ACHAAH LAGA DEKH KAR,O
4554,Yaar bohat informative video hai bhai,O
4555,Bhai ye sab!! jhoot hy :),H
4556,Bhai keep it up bro lol,O
4557,Bhai zyada smart mat ban,H
4558,Aray well explained bro,O
4559,Bhai tu toh drama!!! queen :P nikla bro,H
4560,faltu harkatein! band kar yaar,H
4561,BHAI TUMHARA ATTITUDE PASAND NAHI!!! AAYA BHAI nice,H
4562,tu sirf views ke liye kar raha hy,H
4563,Aray wow kya baat hai :) ok,O
4564,Haye bro! tuu ukch :P nahi jaanta haha,H
4565,Yaar dimagh ka!!! dahi kar diya,H
4566,Bhai tmuhara!!! content unique hey,O
4567,ARAY NICE TUTORIAL BRO,O
4568,respect for your! hard work bhai,O
4569,Mashallah tumhara sense of humor best hai yaar,O
4570,Haye accha laga dekh kar bhai,O
4571,Haye bakwas vidio,H
4572,Bhai shukriya! share karne ke liye :) yaar,O
4573,Bhai yaar tu bohot funny hai,O
4574,Mashallah pagal insaan :),H
4575,Yaar very helpful :P :),O
4576,MASHALLAH APPRECIATE YOUR EFFORT :),O
4577,Mashallah excellent work bro bhai,O
4578,Mashallah tu :P toh pure!!! time waste hai yaar lol,H
4579,BHAI DIMAGH KA PRESSURE BADHA DIYAAAA! VIDEO NE!!! BHAI nice,H
4580,Mashallah dimagh kharab kar dia :),H
4581,Yaar ye sab :) faltu content hai :),H
4582,Bhai badtameez aadmi bro,H
4583,Yaar positive vibes only bro,O
4584,MASHALLAH POSITIVE VIBES ONLY :),O
4585,Haye maza aagaya dekh kar bro,O
4586,maza aagaya :P dekh kar yaar,O
4587,mujhe!!! ye viedo pasand ayaa bro lol,O
4588,tu sirf views!!! ke liye kar raha hai bhai,H
4589,Yaar entertaining vidiyo :),O
4590,cool video bro,O
4591,Bhai keep posting :),O
4592,Haye dimagh ka dahi kar diya :),H
4593,Bhai koi sense nahi hai vidiyo mein,H
4594,Haye kuch! seekh le pehle yaar,H
4595,Mashallah tumh jaise log hamesha problem :) banate hain :),H
4596,Mashallah iiiitna!! irritating content yaar,H
4597,ARAY BAKWAAS BAATEIN MAT KAR :),H
4598,Mashallah tere! comments irritate karte hain bhai,H
4599,Mashallah tu!!! pagal haii kya yaar,H
4600,Mashallah keep it up,O
4601,kamal ka effort haii yaar,O
4602,Bhai well done :),O
4603,Bhai nais tutorial bro,O
4604,MASHALLAH NAIIS! TUTORIAL YAAR,O
4605,Yaar clear aur easy setps yaar,O
4606,Aray bilkul useless vidiyo :),H
4607,Haye tumhara reply acha laga :) bro,O
4608,Haye utmhara style aalag hai bhai,O
4609,nice explanation yaar yaar,O
4610,samajh nhi aata kia! kar raha!!! hai :) bhai,H
4611,Haye ganday jokes mat maar! yaar,H
4612,ye sab faltu content :P hey bhai,H
4613,Mashallah samajh nahi! aaaaata kya!!! kar raha hai :),H
4614,Aray tuu kitna ghatiya insan hai bhai,H
4615,Mashallah tumhara style alag hai,O
4616,Yaar awaaz irritate!!! karti hai bro,H
4617,YAAR NICE TUTORIAL nice,O
4618,Haye samajh nai aata keaa kar raha hey bhai,H
4619,Bhai well done yaar bro,O
4620,ganday joookes mat maar :),H
4621,bohat informative video hey nice,O
4622,YAAR AISE KAAM SE :) KUCH NAHI HOTA BRO haha,H
4623,proud of you bro ok,O
4624,Mashallah ganday jokes mat maar bhai,H
4625,informative content :P yaar,O
4626,Mashallah itna irritating!!! kontent bhai,H
4627,MASHALLAH SIMPLE! AUR SAMAJHNE LAYAK VIDEO BHAI lol,O
4628,ye sab jhoot hai :),H
4629,Aray tu samjhta kya :) hy apnee aap ko yaar,H
4630,Haye tum jaise logon ki wajah se internet kharab hai yaar,H
4631,Haye tere jaise log :) sab bigad dete hain bro nice,H
4632,Bhai dimagh kharab kar dia yaar,H
4633,Haye good :) initiative!!!,O
4634,Haye tumhara content!!! inspire karta hy yaar,O
4635,Mashallah faltu harkatein band :) kar bro,H
4636,Aray shukriya! share karne ke liye bhai,O
4637,Bhai tera content bakwas hai bro,H
4638,Mashallah ye!!! sab jhoot hai bhai,H
4639,Yaar tumhara sense of humor best hai!!! bhai,O
4640,Haye tumhara attitude pasand nhi aaya :),H
4641,faltu harkatein band kar,H
4642,Yaar gr8 energy bro bhai,O
4643,Mashallah well explained yaar,O
4644,Yaar superb yaar,O
4645,Mashallah tum jaise :) log hamesha problem banate haain,H
4646,Bhai kamal ka effort hy bhai,O
4647,Haye yaar tum :P talented ho bhai nice,O
4648,Mashallah tum kitnaa ghatiya insan hai,H
4649,tuu kitna ghatiya insan hai bro,H
4650,Yaar good luck for next project yaar,O
4651,Bhai bohat mehnat! ki hai bhai ok,O
4652,Bhai cool vidio yaar,O
4653,Mashallah well done yaar,O
4654,Haye best one on this!!! topic :),O
4655,Mashallah awaaz irritate karti hy :) haha,H
4656,Haye zyada smart mat ban yaar,H
4657,Mashallah jhoot bolta hai tu bro lol,H
4658,Haye koi sense nhi hey video mein yaar,H
4659,Yaar tu kitna ghatiya insan hy yaar,H
4660,Mashallah pagal insaan bhai,H
4661,Haye ye sab faltu content hai bhai,H
4662,Bhai idmagh ka preeessure badha diya video ne,H
4663,Yaar positive vibes only bro,O
4664,Aray veri helpful yaar,O
4665,Haye veri helpful :) bro,O
4666,Haye perfect explanation bhai haha,O
4667,Mashallah tumeh jaise logon ki wajah se internet kharab hai :),H
4668,Aray bakwaas baatein mat kar bro ok,H
4669,Haye zabardast editing,O
4670,Yaar ajeeb bekaar banda hai,H
4671,Mashallah bhai bohot! acha video hey yaar,O
4672,Yaar koi sense nahi hey video mein bro,H
4673,Bhai bohat informative video :P hai yaar,O
4674,Aray bakwaas baatein mat kar bhai,H
4675,YAAR GUSSA AA GAYA VIDIYO!! DEKH KAR :),H
4676,Haye faltu kontent :P upload karte rehta haii bro,H
4677,Haye kya!!! faltu insan hy :),H
4678,Aray tu toh pure time waste hy nice,H
4679,Aray veeery helpful,O
4680,bakwaas!! baatein mat kar bhai,H
4681,Haye gussa aa gaya!!! vidiyo dekh kar,H
4682,Yaar faltu harkatein band!! kar bro,H
4683,yaar tum bohut funny hai,O
4684,Yaar boht useful tips di bhai,O
4685,Aray perfect explanation bro,O
4686,Aray tere! jaise log sab :) bigad dete hain bhai,H
4687,Aray veri :) helpful bhai bro,O
4688,Yaar dil khush kar diya yaar,O
4689,faltu harkatein :P band!! kar :),H
4690,BHAI BEST OOOONE ON THIS :P TOPIC :) ok,O
4691,Aray nice tutorial :),O
4692,Haye kuch :) seekh le pehle yaar,H
4693,tumhara attitude pasand nai aaay :),H
4694,Mashallah excellent work bro,O
4695,tera accent ajeeb hai bhai,H
4696,Mashallah tujhe sharam nai!! aati yaar,H
4697,Bhai tumh jaise logon ki wjaah se internet kharab haii,H
4698,Bhai jhoot!! bolta hai tu :),H
4699,Aray keep posting bro,O
4700,Bhai bohat!! mehnat ki hai yaar,O
4701,Haye dil khush kar diya yaar,O
4702,ITNA IRRITATING KONTENT YAAR,H
4703,Mashallah nice try,O
4704,Mashallah boht useful tips di,O
4705,Yaar awaaz irritate :P karti hai bro,H
4706,badtameez :P aadmi bro lol,H
4707,tumhara!!! attitude pasand nhi aaya,H
4708,Bhai nais try bro ok,O
4709,Mashallah boht useful tiiips di,O
4710,tujhe sharam nahi aati yaar,H
4711,BHAI MUJHE YE VIDIYO PASAND!!! AAYA YAAR,O
4712,Aray awaaz irritate karit hy,H
4713,Mashallah tere :) comments irritate karte hain :) bhai,H
4714,Aray ghatiya quality,H
4715,cool :P video bro,O
4716,BHAI VERY CLEAN DEITING BHAI,O
4717,Mashallah tum toh drama queen nilka bro,H
4718,Bhai gud informtaion di!!,O
4719,Mashallah very clean editing,O
4720,ARAY KEEP POSTING BRO,O
4721,Haye kya faltu insan hai,H
4722,HAYE GUSSA AA GAYA VIDIYO DEKH KAR,H
4723,cooool vidio nice,O
4724,Mashallah jhoot bolta hai tuu,H
4725,Mashallah tumhara attitude!! pasand nai aaya bhai,H
4726,Aray well done :P :),O
4727,Aray kyaa faltu :P insan :P haii,H
4728,Bhai maza aagaya dekh kar :),O
4729,Aray mashallah!! nice work yaar,O
4730,Haye zyada :) smrat mat ban :),H
4731,Yaar faltu time waset yaar,H
4732,Bhai jhoot bolta hai tu :),H
4733,ARAY PAGAL SA BEHAVIOUR DIKHA ARHA :) HAI BRO,H
4734,acha! laga dekh :P kar :P :),O
4735,Mashallah faltu vidio banai hai!!!,H
4736,Haye tu kitna ghatiya insan :P hy bhai,H
4737,Haye cool vidio haha,O
4738,Haye pagal sa behaviour dikha raha hy bhai,H
4739,Bhai pagal sa behaviour dikha raaaha :P hai bro,H
4740,zabardast editing,O
4741,Mashallah tuu! pagal hey kyaa :),H
4742,Yaar gr8 job bro :),O
4743,Mashallah ye sab faltu kontent!! hy yaar lol,H
4744,Aray clera aur easy steps yaar,O
4745,Aray bhai tu kuch nahin jaanta yaar,H
4746,Yaar faltu video banai hai bhai,H
4747,Yaar tere jaise log sab! bigad dete hain bhai,H
4748,Aray ghatiya quality :) bhai,H
4749,Aray nalayak banda yaar,H
4750,Aray respect for!!! your hard work :P,O
4751,Haye ye sab jhoot hai yaar,H
4752,Yaar tu pagal!! hy kya bhai,H
4753,Aray tu toh pure time waste hai,H
4754,Yaar well :) done :) yaar,O
4755,Yaar appreciate your effort,O
4756,Bhai ye sab :P nafrat failata hy ok,H
4757,Bhai faltu kontent upload karte!!! rehta hai yaar,H
4758,Bhai ye sab nafrat failata :) hai bro nice,H
4759,HAYE KEEP POSTING BHAI,O
4760,Yaar cool video yaar,O
4761,Yaar tumhara content inspire karta hey,O
4762,ye kia bakwas logic haii yaar,H
4763,Yaar entertaining vidiyo bro,O
4764,Yaar abkwaas baatein mat kar bro,H
4765,Mashallah ye!! sab jhoot hy :) haha,H
4766,Aray kuuuch!! bhi bol deta hy tuu yaar,H
4767,keep it up :) :),O
4768,Yaar bakwas editing yaar,H
4769,BHAI GUD INFORMATION DI :),O
4770,Haye keep posting :P,O
4771,Mashallah ye sab faltu content hai bro,H
4772,Mashallah badtameez :) aadmi! ok,H
4773,Mashallah samajh nahi aata kya kar raha hey yaar,H
4774,Aray yaar tu boht funny hai bhai,O
4775,Mashallah tera kontent bakwas hey :),H
4776,Yaar ye :) sab jhoot hai bro,H
4777,Yaar gussa aa!!! gaya vidio dekh kar bhai,H
4778,pagal sa :) behaviour dikha raha hai,H
4779,Haye ye!!! sab nafrat failata hey bro,H
4780,Mashallah positive vibes only bro bro,O
4781,Aray tjuhe sharam nai aati bro,H
4782,Mashallah wow keaa baat :) hey,O
4783,TU SAMJHTA! KYAA HAI APNE AAP KO YAAR,H
4784,Haye respect for your hard work bro,O
4785,Bhai nalayak banda bhai,H
4786,Aray proud of you!!! bro yaar bro,O
4787,Bhai gr8 energy bro :) bro,O
4788,Mashallah tu samjhta kya hai apne aap ko yaar,H
4789,Bhai paaaagal sa behaviour dikah raha hai yaar,H
4790,Yaar bro bohut acha vidio hai :) ok,O
4791,Aray very :P clean editing :) bhai,O
4792,Aray tu! kitna ghatiya insan hai bhai,H
4793,Haye nalayak banda bro bro,H
4794,Haye tu toh pure time waste hai bhai,H
4795,Yaar kya faltu :) insan hai bhai,H
4796,Bhai tumhara kontent unique hai :),O
4797,bhai bohut acha vidio hai bhai,O
4798,Haye tumeh jaise logon :) ki wajah se internet kharab haii! bhai,H
4799,Aray niec tutorial :),O
4800,Mashallah ye sab :P nafrat failata hey yaar,H
4801,Haye faltu harkatein band :P kar yaar haha,H
4802,Mashallah bakwas vidiyo :),H
4803,Bhai nalayak banda bhai,H
4804,mujhe ye video pasand aaya bhai,O
4805,Aray helpful for beginners :) yaar,O
4806,Aray dil khush kar diya yaar,O
4807,Mashallah best one on this topic bhai,O
4808,Aray iiitna overacting kyu karat hy yaar,H
4809,Yaar jhoot bolta hai tu :),H
4810,Haye ajeeb bekaar banda hai!!,H
4811,Aray kuch seekh le pehle bro,H
4812,Haye faltu time waste bhai haha,H
4813,ARAY KOI SENSE NHI HAI VIDIYO MEIN YAAR,H
4814,Yaar faltu content upload karte rehta hai yaar,H
4815,BHAI EXCELLENT WORK BRO :P YAAR,O
4816,Yaar bilkul useless video,H
4817,Aray bohta informative video hai yaar,O
4818,Mashallah helpful for beginners,O
4819,Yaar good initiative :),O
4820,Bhai bohat mehnat ki hy bro,O
4821,Bhai tuu sirf views ke liye! kar raha hai :),H
4822,Bhai jhoot bolta hai tu bro bro,H
4823,Aray tera accent ajeeb hai bro,H
4824,Mashallah faltu vidiyo banai hai yaar,H
4825,Yaar tu toh drama! queen nikla bro,H
4826,Aray tuhje sharam nahi aati bhai,H
4827,Bhai good luck for next project yaar,O
4828,Haye kuch bhi! bol deta hai tum :),H
4829,Yaar nais tutorial bro,O
4830,Aray dil khush! kar! diya ok,O
4831,FALTU HARKATEIN BAND KAR BRO,H
4832,BHAI PAGAL! SA BHEAVIOUR DIKHA RAHA HAI,H
4833,Bhai bakwas editing :P bro,H
4834,faltu vidiyo!! banaaai haii,H
4835,BHAI BHAI BOHT ACHAA VIDEO HAI BHAI ok,O
4836,yaar!! tum!!! talented ho bro,O
4837,Haye good :) luck for next! project,O
4838,Mashallah kya faltu insan hai yaar,H
4839,Mashallah bakwaas baatein mat :P kar ok,H
4840,Haye tu :) toh pure time waste hai :) bhai,H
4841,Haye itna overacting kyu karta hai bro,H
4842,Mashallah awesome creativity yaar,O
4843,Aray ye kya bakwas logic hai,H
4844,Yaar tumhara content inspire karta hai bro,O
4845,Mashallah perfect explanation :),O
4846,Bhai tujhe sharam nahi aati :),H
4847,Yaar tera! accent ajebe hy :) ok,H
4848,Yaar tumh jaiise log hamesha problem banate hain bhai,H
4849,Aray gussa!! aa gaya vidiyo dekh kar bhai,H
